1, 16.10874
3, 24.11454
5, 29.92033
7, 35.55653
9, 40.73059
11, 45.93090
13, 50.19423
15, 55.09338
17, 59.55206
19, 63.93024
21, 68.14478
23, 72.57218
25, 76.99716
27, 81.33212
29, 86.06948
31, 90.05231
33, 93.98513
35, 98.57824
37, 103.85448
39, 107.58387
41, 111.43454
43, 115.69854
45, 119.94724
47, 124.13669
49, 129.03380
51, 132.98871
53, 137.13472
55, 141.33012
57, 145.67894
59, 150.62676
61, 154.34892
63, 158.89208
65, 176.75983
67, 191.58439
69, 204.70788
71, 218.19387
73, 229.92511
75, 242.58818
77, 254.67525
79, 265.41459
81, 277.53570
83, 287.68210
85, 299.13566
87, 309.95417
89, 320.19905
91, 331.52711
93, 343.01898
95, 354.26812
97, 365.16693
99, 376.11481
101, 386.48443
103, 398.42934
105, 409.52790
107, 420.36227
109, 430.92066
111, 442.75298
113, 452.39765
115, 465.01566
117, 475.35696
119, 485.87973
121, 496.98625
123, 507.86834
125, 517.27328
127, 524.54699
