1, 5.40232
2, 9.97854
3, 16.49274
4, 19.86854
5, 26.22468
6, 31.93222
7, 38.12712
8, 44.40159
9, 50.66381
10, 56.62786
11, 61.98554
12, 67.93171
13, 73.59761
14, 79.00856
15, 84.70233
16, 90.19418
17, 95.75226
18, 101.06342
19, 106.40462
20, 112.34351
21, 116.91400
22, 123.91856
23, 127.71170
24, 133.75228
25, 139.74376
26, 144.97815
27, 149.77313
28, 155.71257
29, 161.52324
30, 167.23639
31, 171.98558
32, 180.55912
33, 185.67992
34, 189.81390
35, 195.12523
36, 200.78586
37, 206.01130
38, 211.92022
39, 216.94500
40, 222.64412
41, 227.71065
42, 233.23105
43, 238.11841
44, 243.10967
45, 249.03282
46, 255.06264
47, 260.92221
48, 265.81752
49, 270.26516
50, 276.41808
51, 281.78261
52, 288.27774
53, 292.78670
54, 298.53221
55, 304.54704
56, 309.73859
57, 314.10813
58, 319.88148
59, 325.97062
60, 331.64279
61, 336.60840
62, 341.74481
63, 347.18326
